Date,VIX,M1,M2,VIX3M,VXX,SPX,VVIX,M1 Weight,M2 Weight,Weighted M1 M2,HV5,HV10,HV20,HV30,HV60,VXX Bias,VRP,VIX GEX
2020-11-03 16:31:02,35.55,31.43,31.58,33.52,98.04,3369.1599,136.28,0.5,0.5,31.5,35.46,25.7,21.5,21.45,20.27,1.0,-3.0,0.5
2020-11-02 16:31:02,37.13,33.38,33.18,35.06,103.76,3310.24,142.65,0.55,0.45,33.29,31.32,23.62,21.01,21.04,19.94,1.0,-3.0,1.0
2020-10-30 16:31:12,38.02,34.1,34.08,36.27,106.12,3269.96,145.24,0.6,0.4,34.09,27.92,22.65,21.59,21.0,19.77,1.0,-3.0,1.0
2020-10-29 16:31:04,37.59,33.13,32.58,35.84,103.0,3310.1101,147.84,0.65,0.35,32.94,29.78,22.59,21.44,20.96,19.67,1.0,-3.0,1.0
2020-10-28 16:31:03,40.28,36.0,34.73,37.75,110.92,3271.03,152.01,0.7,0.3,35.62,27.19,20.71,21.04,20.75,19.56,1.0,-3.0,1.0
2020-10-27 16:31:02,33.35,31.33,30.93,32.72,97.08,3390.6799,135.32,0.75,0.25,31.23,14.9,13.08,17.0,18.09,18.14,1.0,-3.0,0.5
2020-10-26 16:16:01,32.46,31.33,30.38,32.07,96.68,3400.97,133.08,0.8,0.2,31.14,15.88,13.15,17.07,18.13,18.17,1.0,-3.0,0.5
2020-10-23 16:31:01,27.55,28.75,28.55,28.99,88.68,3465.3899,118.94,0.85,0.15,28.72,14.33,13.85,16.26,17.56,17.78,1.0,-3.0,-0.5
2020-10-22 16:31:01,28.11,28.85,28.45,29.3,88.6,3453.49,118.6,0.9,0.1,28.81,13.87,14.5,16.95,17.55,17.8,1.0,-3.0,-0.5
2020-10-21 16:31:01,28.65,29.3,28.75,29.61,90.72,3435.5601,117.47,0.95,0.05,29.27,12.52,14.83,16.94,18.32,17.93,1.0,-3.0,-0.5
2020-10-20 16:31:01,29.35,29.3,30.0,30.11,92.92,3443.1201,119.59,0.0,1.0,30.0,12.72,16.94,19.36,19.17,17.99,1.0,-3.0,-1.0
2020-10-19 16:31:02,29.18,29.17,30.3,30.4,92.96,3426.9199,119.76,0.04,0.96,30.25,10.16,18.76,19.58,20.88,18.02,0.5,-3.0,-1.0
2020-10-16 16:31:01,27.41,27.85,29.01,29.21,89.08,3483.8101,115.92,0.08,0.92,28.92,14.93,17.99,19.05,20.46,17.72,0.5,-3.0,-2.0
2020-10-15 16:31:01,26.97,27.58,28.76,28.72,88.44,3483.3401,117.59,0.12,0.88,28.62,16.04,19.2,19.66,22.89,17.93,0.5,-3.0,-2.0
2020-10-14 16:31:01,26.4,27.05,28.19,28.24,87.68,3488.6699,116.93,0.16,0.84,28.01,16.1,19.06,19.97,23.37,17.95,0.5,-3.0,-2.0
2020-10-13 16:31:01,26.07,26.89,28.61,28.35,88.6,3511.9299,110.97,0.2,0.8,28.27,15.07,18.24,19.87,23.39,17.88,-1.0,-3.0,-2.0
2020-10-12 16:31:01,25.07,26.35,28.57,27.98,87.4,3534.22,109.68,0.24,0.76,28.04,20.1,17.99,19.67,23.32,17.86,-1.0,-2.0,-2.0
2020-10-09 16:31:01,25.0,26.85,29.04,28.28,89.16,3477.1399,109.22,0.28,0.72,28.43,20.58,17.94,19.36,22.91,17.6,-1.0,-3.0,-2.0
2020-10-08 16:31:02,26.36,28.14,30.4,29.49,94.04,3446.8301,104.8,0.32,0.68,29.68,23.82,18.68,19.2,22.77,17.55,-1.0,-3.0,-2.0
2020-10-07 16:31:01,28.06,30.04,31.7,30.7,97.96,3419.4399,104.19,0.36,0.64,31.1,23.61,18.7,20.21,22.84,17.57,0.1,-3.0,-1.0
2020-10-06 16:31:02,29.48,31.25,32.3,31.88,101.28,3360.97,106.14,0.4,0.6,31.88,20.95,22.43,20.53,22.27,17.43,1.0,-3.0,-1.0
2020-10-05 16:31:07,27.96,30.86,32.18,31.28,99.88,3408.6001,103.22,0.44,0.56,31.6,17.34,21.03,22.33,22.1,17.29,0.5,-3.0,-1.0
2020-10-02 16:31:02,27.63,32.05,33.06,32.39,103.12,3348.4199,102.72,0.48,0.52,32.58,16.35,20.72,21.41,21.47,17.04,1.0,-3.0,-1.0
2020-10-01 16:31:01,26.7,30.7,32.49,31.72,100.04,3380.8,101.0,0.52,0.48,31.56,13.76,20.97,24.4,21.31,16.96,0.1,-3.0,-1.0
2020-09-30 16:31:01,26.37,30.5,32.91,31.64,99.6,3363.0,101.58,0.56,0.44,31.56,14.16,21.27,25.09,21.29,16.99,-1.0,-3.0,-1.0
2020-09-29 16:31:01,26.27,29.8,32.09,31.09,99.76,3335.47,96.93,0.6,0.4,30.72,26.33,20.74,25.05,21.15,17.1,-0.5,-1.0,-1.0
2020-09-28 16:31:00,26.19,30.8,32.9,31.74,101.44,3351.6001,101.85,0.64,0.36,31.56,26.33,20.95,25.03,21.13,17.33,-0.1,-2.0,-1.0
2020-09-25 16:31:01,26.38,31.25,33.0,32.03,102.16,3298.46,99.64,0.68,0.32,31.81,25.9,20.24,24.34,20.56,17.07,0.1,-3.0,-0.5
2020-09-24 16:31:01,28.51,32.35,33.65,33.06,104.76,3246.5901,102.26,0.72,0.28,32.71,21.34,17.91,23.4,19.94,16.8,0.5,-3.0,-0.1
2020-09-23 16:31:01,28.58,32.45,33.21,33.28,106.8,3236.9199,107.35,0.76,0.24,32.63,19.58,19.0,23.79,20.4,17.06,1.0,-3.0,-0.5
2020-09-22 16:31:01,26.86,31.45,32.2,31.67,101.44,3315.5701,104.69,0.8,0.2,31.6,14.5,19.53,22.58,19.36,16.49,1.0,-3.0,-0.5
2020-09-21 16:31:00,27.78,31.3,31.61,31.64,100.64,3281.0601,108.74,0.84,0.16,31.35,10.98,22.73,22.55,19.1,17.21,1.0,-3.0,-0.1
2020-09-18 16:31:01,25.83,30.05,30.8,30.46,97.48,3319.47,101.19,0.88,0.12,30.14,15.83,22.48,22.3,18.82,17.12,1.0,-3.0,-0.5
2020-09-17 16:31:01,26.46,29.9,30.6,30.75,97.56,3357.01,100.37,0.92,0.08,29.96,13.15,27.32,22.0,18.62,17.84,1.0,-2.0,-0.5
2020-09-16 16:31:01,26.04,30.54,30.75,30.57,99.84,3385.49,103.48,0.96,0.04,30.55,18.04,29.35,21.85,18.51,17.73,1.0,-1.0,-0.5
2020-09-15 16:31:01,25.59,25.4,30.4,30.27,100.12,3401.2,108.97,0.0,1.0,30.4,22.66,29.9,21.79,18.45,17.72,-2.0,1.0,-2.0
2020-09-14 16:31:01,25.85,25.73,31.31,30.48,100.28,3383.54,111.27,0.053,0.947,31.01,31.94,29.58,21.73,18.5,17.76,-2.0,-3.0,-1.0
2020-09-11 16:31:01,26.87,26.3,31.65,31.13,102.08,3340.97,113.95,0.105,0.895,31.09,29.01,28.8,21.23,18.29,17.61,-2.0,1.0,-1.0
2020-09-10 16:31:01,29.71,28.85,32.85,32.92,108.52,3339.1899,120.58,0.158,0.842,32.22,34.1,28.86,21.23,18.34,17.64,-1.0,0.5,0.1
2020-09-09 16:31:01,28.81,28.33,33.25,32.12,107.32,3398.96,121.54,0.211,0.789,32.21,39.36,28.55,20.82,17.77,17.57,-1.0,-1.0,-0.5
2020-09-08 16:31:01,31.46,30.12,34.72,34.31,113.12,3331.8401,123.56,0.263,0.737,33.51,34.61,26.22,19.78,17.05,17.2,-1.0,-3.0,0.5
2020-09-04 16:31:01,30.75,29.71,36.1,34.75,115.68,3426.96,122.14,0.316,0.684,34.08,30.69,22.77,16.92,14.79,16.24,-2.0,-3.0,0.1
2020-09-03 16:31:01,33.6,33.85,38.65,37.63,126.84,3455.0601,132.91,0.368,0.632,36.88,31.38,22.21,16.57,14.69,20.42,-1.0,-3.0,1.0
2020-09-02 16:31:02,26.57,28.9,35.3,32.67,111.76,3580.8401,122.01,0.421,0.579,32.61,10.55,8.04,9.35,10.56,19.01,-2.0,-3.0,-0.5
2020-09-01 16:31:01,26.12,28.35,33.55,32.1,109.08,3526.6499,120.1,0.474,0.526,31.09,7.88,7.66,8.34,9.92,18.9,-1.0,-3.0,-0.5
2020-08-31 16:31:01,26.41,27.91,33.2,31.85,107.4,3500.3101,119.01,0.526,0.474,30.42,7.51,7.43,8.19,9.82,18.98,-2.0,-3.0,-0.5
2020-08-28 16:31:01,22.96,26.9,31.65,29.62,102.32,3508.01,111.56,0.579,0.421,28.9,6.01,6.76,8.07,9.86,19.62,-1.0,-3.0,-1.0
2020-08-27 16:31:01,24.47,27.05,31.3,29.93,102.88,3484.55,114.74,0.632,0.368,28.61,6.37,6.86,8.13,9.79,19.63,-1.0,-3.0,-0.5
2020-08-26 16:31:01,23.27,26.14,30.3,28.7,99.72,3478.73,105.8,0.684,0.316,27.45,5.83,7.33,8.52,9.95,19.77,-1.0,-3.0,-1.0
2020-08-25 16:31:01,22.03,25.5,29.55,27.91,97.56,3443.6201,103.88,0.737,0.263,26.57,8.1,8.54,8.79,9.88,19.74,-1.0,-3.0,-1.0
2020-08-24 16:31:01,22.37,25.85,29.5,28.1,98.08,3431.28,108.25,0.789,0.211,26.62,8.11,10.23,9.46,10.37,19.74,-1.0,-3.0,-1.0
2020-08-21 16:31:01,22.54,25.91,29.52,28.17,98.52,3397.1599,111.25,0.842,0.158,26.48,5.23,9.26,9.25,10.72,19.68,-1.0,-3.0,-0.5
2020-08-20 16:31:31,22.72,25.85,29.24,28.13,98.0,3385.51,112.99,0.895,0.105,26.21,5.0,9.2,9.77,10.98,19.7,-1.0,-3.0,-0.5
2020-08-19 16:31:01,22.54,26.2,29.45,28.11,99.08,3374.8501,114.72,0.947,0.053,26.37,4.73,9.54,11.04,11.22,19.87,-1.0,-3.0,-0.5
2020-08-18 16:31:01,21.51,21.8,25.5,27.35,97.32,3389.78,112.59,0.0,1.0,25.5,9.92,9.23,10.91,11.16,19.94,-1.0,-3.0,-2.0
2020-08-17 16:31:03,21.35,21.8,25.85,27.45,98.36,3381.99,110.35,0.05,0.95,25.65,12.87,9.24,10.91,11.81,19.94,-1.0,-3.0,-2.0
2020-08-14 16:31:01,22.05,23.33,26.96,28.37,101.76,3372.8501,114.35,0.1,0.9,26.6,12.87,9.53,11.14,12.47,20.04,-1.0,-3.0,-2.0
2020-08-13 16:31:01,22.13,23.2,26.85,28.17,102.04,3373.4299,115.18,0.15,0.85,26.3,12.82,9.59,11.11,12.46,20.26,-1.0,-3.0,-2.0
2020-08-12 16:31:02,22.28,23.33,26.92,28.12,102.12,3380.3501,115.73,0.2,0.8,26.2,12.78,9.94,11.19,12.4,20.41,-1.0,-3.0,-2.0
2020-08-11 16:31:01,24.03,24.92,28.1,29.17,107.8,3333.6899,118.34,0.25,0.75,27.31,9.41,9.49,10.64,12.51,21.14,-1.0,-3.0,-2.0
2020-08-10 16:31:01,22.13,23.78,27.12,28.05,103.0,3360.47,111.13,0.3,0.7,26.12,3.96,9.0,10.65,12.51,21.03,-1.0,-3.0,-2.0
2020-08-07 16:31:01,22.21,24.65,27.85,28.28,106.12,3351.28,108.18,0.35,0.65,26.73,4.34,9.17,11.55,14.9,21.1,-1.0,-3.0,-2.0
2020-08-06 16:31:01,22.65,24.9,27.85,28.2,106.96,3349.1599,105.84,0.4,0.6,26.67,2.52,10.45,11.86,15.07,21.51,-1.0,-3.0,-2.0
2020-08-05 16:31:01,22.99,25.37,28.17,28.6,108.16,3327.77,105.67,0.45,0.55,26.91,7.55,12.9,12.17,17.22,22.01,-1.0,-3.0,-2.0
2020-08-04 16:31:01,23.76,25.86,28.47,29.09,110.48,3306.51,109.0,0.5,0.5,27.16,9.57,12.84,12.24,17.19,22.0,-1.0,-3.0,-1.0
2020-08-03 16:31:01,24.28,26.8,29.4,29.66,113.84,3294.6101,111.02,0.55,0.45,27.97,12.89,12.78,13.11,17.23,22.2,-1.0,-3.0,-1.0
2020-07-31 16:31:01,24.46,26.85,29.67,29.71,114.08,3271.1201,112.04,0.6,0.4,27.98,12.93,12.95,13.92,17.3,22.26,-1.0,-3.0,-1.0
2020-07-30 16:31:02,24.76,27.1,29.8,29.76,116.8,3246.22,112.16,0.65,0.35,28.05,13.78,12.52,13.8,17.21,22.32,-1.0,-3.0,-1.0
2020-07-29 16:31:01,24.1,26.8,29.48,29.29,114.28,3258.4399,110.95,0.7,0.3,27.6,16.56,12.48,13.66,17.2,22.32,-1.0,-3.0,-1.0
2020-07-28 16:31:01,25.44,27.5,29.93,30.1,116.68,3218.4399,113.88,0.75,0.25,28.11,13.54,11.72,13.98,17.67,22.23,-1.0,-3.0,-1.0
2020-07-27 16:31:48,24.74,27.55,29.9,30.0,117.36,3239.4099,112.71,0.8,0.2,28.02,13.21,12.54,14.16,17.6,23.02,-1.0,-3.0,-1.0
2020-07-24 16:31:01,25.84,28.78,30.47,30.56,120.68,3215.6299,117.22,0.85,0.15,29.03,13.61,13.55,17.2,17.82,23.1,-1.0,-3.0,-0.5
2020-07-23 16:31:02,26.08,28.75,30.2,30.25,120.28,3235.6599,116.7,0.9,0.1,28.89,12.73,13.67,17.17,25.08,23.6,-1.0,-3.0,-0.5
2020-07-22 16:31:01,24.32,27.35,29.03,29.05,116.64,3276.02,112.84,0.95,0.05,27.43,7.06,11.92,19.32,24.85,23.46,-1.0,-3.0,-1.0
2020-07-21 16:31:01,24.84,24.8,27.8,29.47,117.96,3257.3,115.46,0.0,1.0,27.8,8.19,12.08,19.3,24.93,23.59,-1.0,-3.0,-2.0
2020-07-20 16:31:01,24.46,24.56,27.57,29.1,116.92,3251.8401,112.51,0.042,0.958,27.44,10.31,14.08,19.35,25.15,23.7,-1.0,-3.0,-2.0
2020-07-17 16:31:02,25.68,26.25,28.95,30.37,122.48,3224.73,117.97,0.083,0.917,28.73,14.61,15.43,19.43,26.14,23.68,-1.0,-3.0,-1.0
2020-07-16 16:31:01,28.0,28.13,30.25,31.55,127.04,3215.5701,115.62,0.125,0.875,29.98,15.69,15.45,19.43,26.17,24.05,-1.0,-3.0,-1.0
2020-07-15 16:31:01,27.76,28.34,30.4,31.56,129.04,3226.5601,113.71,0.167,0.833,30.06,16.41,15.01,19.43,26.38,24.98,-1.0,-3.0,-0.5
2020-07-14 16:31:01,29.52,29.7,31.25,32.56,132.84,3197.52,112.75,0.208,0.792,30.93,16.16,15.91,20.24,26.36,25.28,-1.0,-3.0,0.5
2020-07-13 16:31:02,32.19,31.85,32.95,34.54,140.96,3155.22,123.3,0.25,0.75,32.68,15.8,16.12,19.94,26.13,25.69,-1.0,-3.0,-0.5
2020-07-10 16:31:01,27.29,28.79,30.31,31.02,128.6,3185.04,109.71,0.292,0.708,29.87,17.9,20.8,19.85,25.95,25.58,-1.0,-3.0,-0.1
2020-07-09 16:31:01,29.26,30.24,31.21,32.06,132.24,3152.05,115.11,0.333,0.667,30.89,16.91,20.85,29.38,25.84,26.01,-1.0,-3.0,-0.5
2020-07-08 16:31:01,28.08,29.55,30.4,31.19,130.2,3169.9399,113.34,0.375,0.625,30.08,15.37,25.31,29.38,26.03,26.62,-1.0,-3.0,-0.5
2020-07-07 16:31:01,29.43,30.55,31.15,32.07,133.56,3145.3201,118.12,0.417,0.583,30.9,17.24,25.12,29.32,26.15,26.72,-0.5,-3.0,-0.5
2020-07-06 16:31:01,27.94,29.23,30.05,30.98,129.12,3179.72,116.57,0.458,0.542,29.67,9.23,24.34,29.45,25.86,26.69,-1.0,-3.0,-0.5
2020-07-02 16:31:01,27.68,29.03,29.94,30.87,129.28,3130.01,115.47,0.5,0.5,29.48,25.56,23.46,30.4,25.72,27.34,-1.0,-1.0,-0.5
2020-07-01 16:31:01,28.62,29.87,30.92,31.68,131.56,3115.8601,120.83,0.542,0.458,30.35,26.19,23.35,30.39,26.06,27.35,-1.0,-2.0,-0.1
2020-06-30 16:31:01,30.43,30.8,31.8,32.52,135.8,3100.29,120.76,0.583,0.417,31.22,33.81,23.26,30.73,26.31,30.65,-1.0,-2.0,0.1
2020-06-29 16:31:01,31.78,32.3,32.8,33.91,142.72,3053.24,121.32,0.625,0.375,32.49,31.06,24.01,30.37,27.43,30.8,-0.5,-3.0,0.5
2020-06-26 16:31:01,34.73,34.55,34.5,35.8,150.0,3009.05,128.63,0.667,0.333,34.53,28.38,23.09,29.92,27.18,30.97,1.0,-3.0,0.5
2020-06-25 16:31:01,32.22,32.25,32.43,34.09,141.56,3083.76,127.2,0.708,0.292,32.3,23.35,19.95,28.6,26.15,31.98,1.0,-3.0,1.0
2020-06-24 16:31:01,33.84,33.55,33.47,35.39,146.88,3050.3301,136.89,0.75,0.25,33.53,20.74,36.16,28.37,26.7,32.18,1.0,-3.0,0.5
2020-06-23 16:31:01,31.37,31.85,31.85,33.06,137.8,3131.29,130.73,0.792,0.208,31.85,8.11,34.12,27.02,26.25,32.22,1.0,-3.0,0.5
2020-06-22 16:31:02,31.77,31.7,31.7,33.75,140.36,3117.8601,133.98,0.833,0.167,31.7,15.69,34.02,27.24,26.25,33.12,1.0,-3.0,1.0
2020-06-19 16:31:01,35.12,35.2,34.78,36.68,147.56,3097.74,138.35,0.875,0.125,35.15,15.97,34.57,27.2,26.57,35.28,1.0,-1.0,0.5
2020-06-18 16:31:01,32.94,33.45,33.31,35.14,145.24,3115.3401,135.29,0.917,0.083,33.44,14.53,37.42,27.3,26.57,35.26,1.0,1.0,0.5
2020-06-17 16:31:01,33.47,33.8,33.35,35.72,147.92,3113.49,139.94,0.958,0.042,33.78,50.11,37.47,27.75,26.73,39.73,1.0,3.0,1.0
2020-06-16 16:31:01,33.67,33.15,33.65,35.8,147.48,3124.74,143.24,0.0,1.0,33.65,50.11,38.0,28.08,26.71,40.34,1.0,3.0,1.0
2020-06-15 16:31:01,34.4,33.96,34.05,36.43,150.88,3066.5901,141.83,0.053,0.947,34.05,45.5,37.0,29.35,26.3,41.45,1.0,2.0,3.0
2020-06-12 16:31:01,36.09,35.1,34.85,38.05,154.84,3041.3101,151.6,0.105,0.895,34.88,46.51,36.81,29.3,27.71,41.44,1.0,1.0,1.0
2020-06-11 16:31:00,40.79,40.45,39.55,40.43,166.44,3002.1001,146.84,0.158,0.842,39.69,51.19,36.22,29.23,27.66,42.96,1.0,-0.5,0.5
2020-06-10 16:31:01,27.57,27.45,28.98,29.57,124.52,3190.1399,116.53,0.211,0.789,28.66,22.96,16.52,19.68,22.17,42.53,-1.0,-3.0,-0.5
2020-06-09 16:31:02,27.57,27.65,29.55,29.67,125.08,3207.1799,111.0,0.263,0.737,29.05,21.85,16.09,21.44,22.16,49.62,-1.0,-3.0,-0.5
2020-06-08 16:31:01,25.81,26.1,27.95,28.08,119.28,3232.3899,110.05,0.316,0.684,27.37,16.9,13.93,21.01,22.11,52.84,-1.0,-3.0,-0.5
2020-06-05 16:31:02,24.52,25.36,27.17,27.42,116.68,3193.9299,107.59,0.368,0.632,26.5,17.68,14.18,21.3,22.17,56.65,-1.0,-3.0,-1.0
2020-06-04 16:31:01,25.81,26.85,28.77,28.85,123.36,3112.3501,109.88,0.421,0.579,27.96,9.9,12.13,19.98,21.23,57.44,-1.0,-3.0,-0.5
2020-06-03 16:31:02,25.66,27.0,29.07,28.91,124.36,3122.8701,106.85,0.474,0.526,28.09,9.19,12.58,20.21,21.84,58.24,-1.0,-3.0,-1.0
2020-06-02 16:31:01,26.84,28.25,29.98,29.93,129.96,3080.8201,104.83,0.526,0.474,29.07,9.85,14.53,19.99,23.91,60.39,-1.0,-3.0,-1.0
2020-06-01 16:31:01,28.23,29.55,30.75,30.92,133.68,3055.73,106.47,0.579,0.421,30.06,10.84,19.98,19.93,24.6,60.49,-1.0,-3.0,-0.1
2020-05-29 16:31:01,27.51,28.9,30.12,30.27,132.52,3044.3101,105.6,0.632,0.368,29.35,11.12,19.98,22.94,25.62,60.9,-1.0,-3.0,-0.5
2020-05-28 16:31:01,28.59,30.3,31.13,31.21,137.92,3029.73,108.99,0.684,0.316,30.56,15.15,20.09,23.28,25.63,61.5,-1.0,-3.0,-0.5
2020-05-27 16:31:01,27.62,29.07,30.12,30.19,132.6,3036.1299,109.82,0.737,0.263,29.35,16.28,23.33,24.85,26.6,61.78,-1.0,-3.0,-0.5
2020-05-26 16:31:01,28.01,29.6,30.46,30.85,135.32,2991.77,113.59,0.789,0.211,29.78,18.99,26.06,24.6,27.62,62.42,-1.0,-2.0,-0.5
2020-05-22 16:31:01,28.16,30.35,31.0,31.54,137.4,2955.45,118.38,0.842,0.158,30.45,27.94,25.45,24.75,27.71,62.4,-0.5,-1.0,-0.5
2020-05-21 16:31:01,29.53,31.05,31.6,32.38,138.72,2948.51,122.08,0.895,0.105,31.11,27.83,26.68,25.1,27.95,63.07,-0.5,-1.0,-0.5
2020-05-20 16:31:02,27.99,29.8,30.56,31.11,134.8,2971.6101,120.04,0.947,0.053,29.84,24.66,26.37,24.83,29.22,63.06,-1.0,-1.0,-3.0
2020-05-19 16:31:01,30.53,30.8,32.05,32.81,144.12,2922.9399,125.6,0.0,1.0,32.05,30.58,25.94,25.37,29.0,63.26,-1.0,-1.0,0.5
2020-05-18 16:31:02,29.3,28.89,30.05,31.77,136.96,2953.9099,125.9,0.04,0.96,30.0,34.14,25.15,27.74,34.59,63.58,-1.0,-2.0,-0.5
2020-05-15 16:31:05,31.89,32.2,32.75,34.51,146.4,2863.7,133.02,0.08,0.92,32.71,22.06,19.97,26.38,34.23,63.24,-0.5,-3.0,0.5
2020-05-14 16:31:01,32.61,32.5,32.92,34.9,149.88,2852.5,137.05,0.12,0.88,32.87,26.64,24.67,28.03,34.64,63.23,-0.5,-3.0,1.0
2020-05-13 16:31:01,35.28,35.19,35.01,36.51,158.6,2820.0,142.75,0.16,0.84,35.04,26.64,23.67,27.82,37.38,63.18,-0.1,-3.0,2.0
2020-05-12 16:31:02,33.04,33.04,32.79,34.26,143.6,2870.1201,130.75,0.2,0.8,32.84,23.64,26.81,28.26,37.31,63.1,0.1,-3.0,-1.0
2020-05-11 16:31:01,27.57,27.66,28.83,30.39,130.48,2930.1899,118.71,0.24,0.76,28.55,15.1,24.47,29.02,37.61,62.99,-1.0,-3.0,-1.0
2020-05-08 16:31:01,27.98,29.38,30.72,31.64,139.8,2929.8,115.65,0.28,0.72,30.34,14.33,25.26,29.38,39.23,62.99,-1.0,-3.0,-1.0
2020-05-07 16:31:01,31.44,32.15,32.6,34.01,149.88,2881.1899,115.83,0.32,0.68,32.46,25.69,24.85,29.24,42.61,62.89,-0.5,-3.0,-0.5
2020-05-06 16:31:01,34.12,34.7,34.47,35.68,156.84,2848.4199,119.16,0.36,0.64,34.55,22.85,24.43,31.2,42.61,62.84,0.1,-3.0,-0.1
2020-05-05 16:31:02,33.61,34.0,33.75,35.52,154.68,2868.4399,118.87,0.4,0.6,33.85,32.53,25.97,31.01,49.52,62.86,0.1,-2.0,0.1
2020-05-04 16:31:01,35.97,35.75,34.97,37.0,161.04,2842.74,121.25,0.44,0.56,35.31,31.74,31.29,38.97,50.73,62.82,0.5,-3.0,2.0
2020-05-01 16:31:01,37.19,37.25,35.87,37.97,164.76,2830.71,122.15,0.48,0.52,36.53,33.9,32.57,39.74,52.83,62.82,1.0,-3.0,2.0
2020-04-30 16:31:01,34.15,33.95,33.2,35.05,151.48,2912.4299,118.53,0.52,0.48,33.59,23.75,31.59,38.02,51.84,62.63,0.5,-3.0,1.0
2020-04-29 16:31:01,31.62,31.93,31.8,33.33,147.04,2939.51,116.19,0.56,0.44,31.87,20.3,30.7,41.99,54.41,62.7,-0.1,-3.0,-0.1
2020-04-28 16:31:01,33.57,34.16,33.77,35.37,156.28,2863.3899,117.79,0.6,0.4,34.0,18.47,31.1,42.05,56.36,62.46,0.1,-2.0,0.5
2020-04-27 16:31:01,33.29,33.83,33.43,35.33,153.84,2878.48,120.56,0.64,0.36,33.69,33.62,34.21,43.08,67.2,62.55,0.1,-0.5,1.0
2020-04-24 16:31:01,35.93,36.7,35.45,37.81,166.08,2836.74,119.88,0.68,0.32,36.3,35.05,34.37,45.24,72.04,62.47,1.0,-1.0,2.0
2020-04-23 16:31:01,41.38,39.72,37.72,40.86,176.24,2797.8,121.86,0.72,0.28,39.16,39.73,34.43,49.68,77.65,62.38,1.0,-1.0,2.0
2020-04-22 16:31:01,41.98,39.5,37.32,40.92,176.76,2799.3101,124.1,0.76,0.24,38.98,39.92,37.95,49.64,79.03,62.43,1.0,-1.0,2.0
2020-04-21 16:31:01,45.41,41.7,38.65,43.28,185.68,2736.5601,132.22,0.8,0.2,41.09,37.31,36.76,58.24,80.06,62.28,1.0,-1.0,2.0
2020-04-20 16:31:01,43.83,39.13,36.2,40.97,171.36,2823.1599,132.04,0.84,0.16,38.66,38.76,44.93,58.11,82.65,62.02,1.0,1.0,2.0
2020-04-17 16:31:01,38.15,34.57,33.07,37.28,156.2,2874.5601,127.15,0.88,0.12,34.39,36.21,44.41,60.44,82.64,61.93,1.0,-3.0,1.0
2020-04-16 16:31:01,40.11,36.54,34.47,39.21,162.96,2799.55,129.55,0.92,0.08,36.37,32.68,44.11,60.11,82.78,61.65,1.0,-3.0,1.0
2020-04-15 16:31:02,40.84,36.55,34.57,39.28,163.0,2783.3601,135.93,0.96,0.04,36.47,39.3,52.66,63.81,83.76,61.63,1.0,1.0,1.0
2020-04-14 16:31:01,37.76,37.9,33.05,36.46,148.0,2846.0601,131.78,0.0,1.0,33.05,30.77,51.78,65.73,83.91,61.5,1.0,-3.0,1.0
2020-04-13 16:31:01,41.17,40.6,36.25,39.97,161.8,2761.6299,138.68,0.053,0.947,36.48,50.96,52.14,79.59,84.54,61.17,1.0,3.0,1.0
2020-04-09 16:31:01,41.67,41.22,37.07,40.61,164.88,2789.8201,137.75,0.105,0.895,37.51,52.99,55.76,85.66,84.52,61.15,1.0,2.0,1.0
2020-04-08 16:31:01,43.35,42.35,38.29,41.59,170.44,2749.98,141.37,0.158,0.842,38.93,52.73,62.48,92.95,85.3,61.06,1.0,3.0,1.0
2020-04-07 16:31:01,46.7,44.2,39.82,43.42,176.16,2659.4099,134.45,0.211,0.789,40.74,68.41,61.18,93.8,84.59,60.62,1.0,-3.0,2.0
2020-04-06 16:31:01,45.24,41.58,37.95,43.09,168.92,2663.6799,143.3,0.3,0.7,39.04,70.22,73.96,95.58,84.92,60.62,1.0,1.0,1.0
2020-04-03 16:31:02,46.8,44.88,41.0,44.84,181.12,2488.6499,143.52,0.35,0.65,42.36,50.2,71.29,95.46,82.21,58.72,1.0,-3.0,2.0
2020-04-02 16:31:01,50.91,47.15,42.1,47.3,188.44,2526.8999,147.33,0.4,0.6,44.12,54.4,75.23,95.48,82.19,58.7,1.0,-2.0,3.0
2020-04-01 16:31:01,57.06,51.35,44.75,51.17,201.84,2470.5,156.99,0.45,0.55,47.72,72.54,74.63,95.24,81.68,58.44,1.0,3.0,3.0
2020-03-31 16:31:01,53.54,46.77,40.9,48.32,184.8,2584.5901,152.92,0.5,0.5,43.84,60.83,76.1,96.07,81.09,57.85,1.0,1.0,2.0
2020-03-30 16:31:01,57.08,49.8,42.75,51.26,195.4,2626.6499,157.66,0.55,0.45,46.63,77.25,80.2,96.34,81.06,57.8,2.0,3.0,3.0
2020-03-27 16:31:01,65.54,53.25,44.59,55.75,207.04,2541.47,168.71,0.6,0.4,49.79,89.19,101.99,97.12,80.19,57.35,3.0,3.0,3.0
2020-03-26 16:31:01,61.33,45.9,39.65,50.26,180.88,2630.0701,168.98,0.65,0.35,43.71,93.11,111.25,96.57,79.84,57.01,1.0,3.0,3.0
2020-03-25 16:31:01,63.95,51.35,44.6,53.85,201.24,2475.5601,171.89,0.7,0.3,49.33,84.81,117.63,94.16,77.22,55.37,1.0,3.0,3.0
